AMount,Total,SRNO,Date,AveragePrice,BuyORSell,OrHold,Price,TQQQInvest,TOtQty,TQQQInvested,TQQQValues,PL,Adj Close,QQQInvest,QTRY,QQQInvested,QQQValues,PL,Invested,Price,,,,SOXL,10,,,,,
0,"67,000.00",980,12/24/2020,30.21,S,H,29.65,0.00,16.37,500.00,485.43,-2.91%,34.81,0,"194,628.42","6,841,196.97","6,775,015.39",-0.97%,"67,000.00","6,775,500.82",10012.69%,0,,,,,,,,
0,"67,000.00",981,12/28/2020,30.33,S,H,29.49,0.00,16.37,500.00,482.81,-3.44%,34.90,0,"194,628.42","6,841,196.97","6,792,531.95",-0.71%,"67,000.00","6,793,014.76",10038.83%,0,,,,,,,,
0,"67,000.00",982,12/29/2020,30.24,S,H,29.26,0.00,16.37,500.00,479.04,-4.19%,34.77,0,"194,628.42","6,841,196.97","6,767,230.25",-1.08%,"67,000.00","6,767,709.30",10001.06%,0,,,,,,,,
0,"67,000.00",983,12/30/2020,30.26,B,B,30.77,"6,767,230.25","219,945.86","6,767,730.25","6,767,734.02",0.00%,34.98,0,0.00,0.00,0.00,0.00%,"67,000.00","6,767,734.02",10001.10%,6767.230255,,,,,,,,
0,"67,000.00",984,12/31/2020,30.21,B,H,31.1,0.00,"219,945.86","6,767,730.25","6,840,316.15",1.07%,35.14,0,0.00,0.00,0.00,0.00%,"67,000.00","6,840,316.15",10109.43%,0,,,,,,,,
0,"67,000.00",985,1/4/2021,30.70,S,S,30.67,0.00,0.00,0.00,0.00,0.00%,35.01,"6,840,316.15","195,381.78","6,840,316.15","6,840,316.15",0.00%,"67,000.00","6,840,316.15",10109.43%,6840.316153,,,,,,,,
0,"67,000.00",986,1/5/2021,31.04,B,B,32.45,"6,840,316.15","210,795.57","6,840,316.15","6,840,316.15",0.00%,34.28,0,0.00,0.00,0.00,0.00%,"67,000.00","6,840,316.15",10109.43%,6840.316153,,,,,,,,
0,"67,000.00",987,1/6/2021,31.58,B,H,32.21,0.00,"210,795.57","6,840,316.15","6,789,725.22",-0.74%,32.15,0,0.00,0.00,0.00,0.00%,"67,000.00","6,789,725.22",10033.92%,0,,,,,,,,
0,"67,000.00",988,1/7/2021,32.39,B,H,35.76,0.00,"210,795.57","6,840,316.15","7,538,049.48",10.20%,31.24,0,0.00,0.00,0.00,0.00%,"67,000.00","7,538,049.48",11150.82%,0,,,,,,,,
0,"67,000.00",989,1/8/2021,33.01,B,H,35.79,0.00,"210,795.57","6,840,316.15","7,544,373.35",10.29%,31.00,0,0.00,0.00,0.00,0.00%,"67,000.00","7,544,373.35",11160.26%,0,,,,,,,,
1000,"68,000.00",990,1/11/2021,33.80,B,H,37.09,500.00,"210,809.05","6,840,816.15","7,818,907.58",14.30%,30.78,500,16.24,500.00,500.00,0.00%,"68,000.00","7,819,407.58",11399.13%,1,,,,,,,,
0,"68,000.00",991,1/12/2021,34.79,B,H,37.82,0.00,"210,809.05","6,840,816.15","7,972,798.19",16.55%,30.76,0,16.24,500.00,499.68,-0.06%,"68,000.00","7,973,297.86",11625.44%,0,,,,,,,,
0,"68,000.00",992,1/13/2021,35.68,B,H,37.92,0.00,"210,809.05","6,840,816.15","7,993,879.09",16.86%,31.74,0,16.24,500.00,515.59,3.12%,"68,000.00","7,994,394.69",11656.46%,0,,,,,,,,
0,"68,000.00",993,1/14/2021,36.84,B,H,40.39,0.00,"210,809.05","6,840,816.15","8,514,577.44",24.47%,30.89,0,16.24,500.00,501.79,0.36%,"68,000.00","8,515,079.23",12422.18%,0,,,,,,,,
0,"68,000.00",994,1/15/2021,37.58,B,H,37.82,0.00,"210,809.05","6,840,816.15","7,972,798.19",16.55%,31.23,0,16.24,500.00,507.31,1.46%,"68,000.00","7,973,305.50",11625.45%,0,,,,,,,,
0,"68,000.00",995,1/19/2021,38.61,B,H,41.67,0.00,"210,809.05","6,840,816.15","8,784,413.02",28.41%,31.53,0,16.24,500.00,512.18,2.44%,"68,000.00","8,784,925.21",12819.01%,0,,,,,,,,
0,"68,000.00",996,1/20/2021,39.65,B,H,41.32,0.00,"210,809.05","6,840,816.15","8,710,629.86",27.33%,31.59,0,16.24,500.00,513.16,2.63%,"68,000.00","8,711,143.01",12710.50%,0,,,,,,,,
0,"68,000.00",997,1/21/2021,40.47,B,H,43.16,0.00,"210,809.05","6,840,816.15","9,098,518.50",33.00%,30.98,0,16.24,500.00,503.25,0.65%,"68,000.00","9,099,021.75",13280.91%,0,,,,,,,,
0,"68,000.00",998,1/22/2021,40.98,S,S,40.79,0.00,0.00,0.00,0.00,0.00%,31.20,"9,098,518.50","291,635.43","9,099,018.50","9,099,025.33",0.00%,"68,000.00","9,099,025.33",13280.92%,9098.518505,,,,,,,,
0,"68,000.00",999,1/25/2021,41.45,S,H,40.97,0.00,0.00,0.00,0.00,0.00%,32.33,0,"291,635.43","9,099,018.50","9,428,573.36",3.62%,"68,000.00","9,428,573.36",13765.55%,0,,,,,,,,
0,"68,000.00",1000,1/26/2021,41.71,S,H,39.06,0.00,0.00,0.00,0.00,0.00%,32.18,0,"291,635.43","9,099,018.50","9,384,828.05",3.14%,"68,000.00","9,384,828.05",13701.22%,0,,,,,,,,
0,"68,000.00",1001,1/27/2021,41.50,S,H,33.14,0.00,0.00,0.00,0.00,0.00%,32.41,0,"291,635.43","9,099,018.50","9,451,904.19",3.88%,"68,000.00","9,451,904.19",13799.86%,0,,,,,,,,
0,"68,000.00",1002,1/28/2021,40.94,S,H,35.13,0.00,0.00,0.00,0.00,0.00%,31.87,0,"291,635.43","9,099,018.50","9,294,421.06",2.15%,"68,000.00","9,294,421.06",13568.27%,0,,,,,,,,
0,"68,000.00",1003,1/29/2021,40.44,S,H,33.4,0.00,0.00,0.00,0.00,0.00%,31.33,0,"291,635.43","9,099,018.50","9,136,937.93",0.42%,"68,000.00","9,136,937.93",13336.67%,0,,,,,,,,
0,"68,000.00",1004,2/1/2021,40.15,S,H,37.35,0.00,0.00,0.00,0.00,0.00%,31.39,0,"291,635.43","9,099,018.50","9,154,436.06",0.61%,"68,000.00","9,154,436.06",13362.41%,0,,,,,,,,
1000,"69,000.00",1005,2/2/2021,39.89,S,H,39.05,500.00,12.80,500.00,500.00,0.00%,30.81,500,"291,651.66","9,099,518.50","8,985,787.51",-1.25%,"69,000.00","8,986,287.51",12923.61%,1,,,,,,,,
0,"69,000.00",1006,2/3/2021,39.51,S,H,36.63,0.00,12.80,500.00,469.01,-6.20%,29.93,0,"291,651.66","9,099,518.50","8,729,134.05",-4.07%,"69,000.00","8,729,603.07",12551.60%,0,,,,,,,,
0,"69,000.00",1007,2/4/2021,38.92,S,H,37.54,0.00,12.80,500.00,480.67,-3.87%,29.71,0,"291,651.66","9,099,518.50","8,664,970.69",-4.78%,"69,000.00","8,665,451.36",12458.63%,0,,,,,,,,
0,"69,000.00",1008,2/5/2021,38.51,S,H,36.72,0.00,12.80,500.00,470.17,-5.97%,28.95,0,"291,651.66","9,099,518.50","8,443,315.43",-7.21%,"69,000.00","8,443,785.60",12137.37%,0,,,,,,,,
0,"69,000.00",1009,2/8/2021,38.31,B,B,40.13,"8,443,315.43","210,411.89","8,443,815.43","8,443,829.26",0.00%,29.34,0,0.00,0.00,0.00,0.00%,"69,000.00","8,443,829.26",12137.43%,8443.315431,,,,,,,,
0,"69,000.00",1010,2/9/2021,38.26,B,H,39.62,0.00,"210,411.89","8,443,815.43","8,336,519.19",-1.27%,29.39,0,0.00,0.00,0.00,0.00%,"69,000.00","8,336,519.19",11981.91%,0,,,,,,,,
0,"69,000.00",1011,2/10/2021,38.68,B,H,40,0.00,"210,411.89","8,443,815.43","8,416,475.71",-0.32%,29.95,0,0.00,0.00,0.00,0.00%,"69,000.00","8,416,475.71",12097.79%,0,,,,,,,,
0,"69,000.00",1012,2/11/2021,39.44,B,H,44.16,0.00,"210,411.89","8,443,815.43","9,291,789.19",10.04%,29.53,0,0.00,0.00,0.00,0.00%,"69,000.00","9,291,789.19",13366.36%,0,,,,,,,,
0,"69,000.00",1013,2/12/2021,40.78,B,H,45.77,0.00,"210,411.89","8,443,815.43","9,630,552.34",14.05%,28.43,0,0.00,0.00,0.00,0.00%,"69,000.00","9,630,552.34",13857.32%,0,,,,,,,,
0,"69,000.00",1014,2/16/2021,41.75,B,H,46.58,0.00,"210,411.89","8,443,815.43","9,800,985.97",16.07%,27.14,0,0.00,0.00,0.00,0.00%,"69,000.00","9,800,985.97",14104.33%,0,,,,,,,,
0,"69,000.00",1015,2/17/2021,42.41,B,H,44.01,0.00,"210,411.89","8,443,815.43","9,260,227.40",9.67%,27.63,0,0.00,0.00,0.00,0.00%,"69,000.00","9,260,227.40",13320.62%,0,,,,,,,,
0,"69,000.00",1016,2/18/2021,43.04,S,S,42.69,0.00,0.00,0.00,0.00,0.00%,27.27,"9,260,227.40","339,575.63","9,260,227.40","9,260,227.40",0.00%,"69,000.00","9,260,227.40",13320.62%,9260.227404,,,,,,,,
0,"69,000.00",1017,2/19/2021,43.95,B,B,45.8,"9,260,227.40","202,188.37","9,260,227.40","9,260,227.40",0.00%,26.21,0,0.00,0.00,0.00,0.00%,"69,000.00","9,260,227.40",13320.62%,9260.227404,,,,,,,,
0,"69,000.00",1018,2/22/2021,44.48,S,S,40.81,0.00,0.00,0.00,0.00,0.00%,25.59,"9,260,227.40","361,868.99","9,260,227.40","9,260,227.40",0.00%,"69,000.00","9,260,227.40",13320.62%,9260.227404,,,,,,,,
0,"69,000.00",1019,2/23/2021,44.50,S,H,39.98,0.00,0.00,0.00,0.00,0.00%,25.37,0,"361,868.99","9,260,227.40","9,180,616.23",-0.86%,"69,000.00","9,180,616.23",13205.24%,0,,,,,,,,
1000,"70,000.00",1020,2/24/2021,44.78,S,H,43.75,500.00,11.43,500.00,500.00,0.00%,24.85,500,"361,889.11","9,260,727.40","8,992,944.35",-2.89%,"70,000.00","8,993,444.35",12747.78%,1,,,,,,,,
0,"70,000.00",1021,2/25/2021,44.66,S,H,36.22,0.00,11.43,500.00,413.94,-17.21%,23.72,0,"361,889.11","9,260,727.40","8,584,009.66",-7.31%,"70,000.00","8,584,423.60",12163.46%,0,,,,,,,,
0,"70,000.00",1022,2/26/2021,43.96,S,H,38.71,0.00,11.43,500.00,442.40,-11.52%,26.07,0,"361,889.11","9,260,727.40","9,434,449.07",1.88%,"70,000.00","9,434,891.47",13378.42%,0,,,,,,,,
0,"70,000.00",1023,3/1/2021,43.82,S,H,42.56,0.00,11.43,500.00,486.40,-2.72%,24.97,0,"361,889.11","9,260,727.40","9,036,371.05",-2.42%,"70,000.00","9,036,857.45",12809.80%,0,,,,,,,,
0,"70,000.00",1024,3/2/2021,43.33,S,H,38.55,0.00,11.43,500.00,440.57,-11.89%,24.96,0,"361,889.11","9,260,727.40","9,032,752.15",-2.46%,"70,000.00","9,033,192.73",12804.56%,0,,,,,,,,
0,"70,000.00",1025,3/3/2021,42.66,S,H,35.01,0.00,11.43,500.00,400.11,-19.98%,24.13,0,"361,889.11","9,260,727.40","8,732,384.19",-5.71%,"70,000.00","8,732,784.31",12375.41%,0,,,,,,,,
0,"70,000.00",1026,3/4/2021,41.85,S,H,29.98,0.00,11.43,500.00,342.63,-31.47%,23.69,0,"361,889.11","9,260,727.40","8,573,152.99",-7.42%,"70,000.00","8,573,495.62",12147.85%,0,,,,,,,,
0,"70,000.00",1027,3/5/2021,40.49,S,H,32.75,0.00,11.43,500.00,374.29,-25.14%,23.82,0,"361,889.11","9,260,727.40","8,620,198.57",-6.92%,"70,000.00","8,620,572.86",12215.10%,0,,,,,,,,
0,"70,000.00",1028,3/8/2021,39.29,S,H,27.52,0.00,11.43,500.00,314.51,-37.10%,23.25,0,"361,889.11","9,260,727.40","8,413,921.78",-9.14%,"70,000.00","8,414,236.29",11920.34%,0,,,,,,,,
0,"70,000.00",1029,3/9/2021,38.52,S,H,32.45,0.00,11.43,500.00,370.86,-25.83%,24.19,0,"361,889.11","9,260,727.40","8,754,097.54",-5.47%,"70,000.00","8,754,468.40",12406.38%,0,,,,,,,,
0,"70,000.00",1030,3/10/2021,37.56,S,H,30.72,0.00,11.43,500.00,351.09,-29.78%,24.31,0,"361,889.11","9,260,727.40","8,797,524.23",-5.00%,"70,000.00","8,797,875.32",12468.39%,0,,,,,,,,
0,"70,000.00",1031,3/11/2021,36.76,S,H,34.47,0.00,11.43,500.00,393.94,-21.21%,23.86,0,"361,889.11","9,260,727.40","8,634,674.14",-6.76%,"70,000.00","8,635,068.08",12235.81%,0,,,,,,,,
0,"70,000.00",1032,3/12/2021,36.15,S,H,33.42,0.00,11.43,500.00,381.94,-23.61%,22.34,0,"361,889.11","9,260,727.40","8,084,602.69",-12.70%,"70,000.00","8,084,984.63",11449.98%,0,,,,,,,,
0,"70,000.00",1033,3/15/2021,35.46,B,B,35.57,"8,084,602.69","227,298.54","8,085,102.69","8,085,009.20",0.00%,22.68,0,0.00,0.00,0.00,0.00%,"70,000.00","8,085,009.20",11450.01%,8084.60269,,,,,,,,
0,"70,000.00",1034,3/16/2021,35.02,B,H,36.98,0.00,"227,298.54","8,085,102.69","8,405,500.15",3.96%,22.46,0,0.00,0.00,0.00,0.00%,"70,000.00","8,405,500.15",11907.86%,0,,,,,,,,
1000,"71,000.00",1035,3/17/2021,35.04,B,H,38.42,500.00,"227,311.56","8,085,602.69","8,733,310.05",8.01%,21.91,500,22.82,500.00,500.00,0.00%,"71,000.00","8,733,810.05",12201.14%,1,,,,,,,,
0,"71,000.00",1036,3/18/2021,35.21,S,S,33.71,0.00,0.00,0.00,0.00,0.00%,21.29,"8,733,310.05","410,229.96","8,733,810.05","8,733,795.91",0.00%,"71,000.00","8,733,795.91",12201.12%,8733.310054,,,,,,,,
0,"71,000.00",1037,3/19/2021,35.48,S,H,34.75,0.00,0.00,0.00,0.00,0.00%,21.64,0,"410,229.96","8,733,810.05","8,877,376.39",1.64%,"71,000.00","8,877,376.39",12403.35%,0,,,,,,,,
0,"71,000.00",1038,3/22/2021,36.00,B,B,37,"8,877,376.39","239,929.09","8,877,376.39","8,877,376.39",0.00%,22.34,0,0.00,0.00,0.00,0.00%,"71,000.00","8,877,376.39",12403.35%,8877.376392,,,,,,,,
0,"71,000.00",1039,3/23/2021,36.45,S,S,34.03,0.00,0.00,0.00,0.00,0.00%,22.97,"8,877,376.39","386,476.99","8,877,376.39","8,877,376.39",0.00%,"71,000.00","8,877,376.39",12403.35%,8877.376392,,,,,,,,
0,"71,000.00",1040,3/24/2021,36.64,S,H,32.59,0.00,0.00,0.00,0.00,0.00%,23.30,0,"386,476.99","8,877,376.39","9,004,913.80",1.44%,"71,000.00","9,004,913.80",12582.98%,0,,,,,,,,
0,"71,000.00",1041,3/25/2021,36.45,S,H,32.81,0.00,0.00,0.00,0.00,0.00%,22.81,0,"386,476.99","8,877,376.39","8,815,540.07",-0.70%,"71,000.00","8,815,540.07",12316.25%,0,,,,,,,,
0,"71,000.00",1042,3/26/2021,36.87,B,B,37.69,"8,815,540.07","233,896.00","8,815,540.07","8,815,540.07",0.00%,22.51,0,0.00,0.00,0.00,0.00%,"71,000.00","8,815,540.07",12316.25%,8815.540074,,,,,,,,
0,"71,000.00",1043,3/29/2021,37.00,S,S,35.79,0.00,0.00,0.00,0.00,0.00%,21.97,"8,815,540.07","401,253.53","8,815,540.07","8,815,540.07",0.00%,"71,000.00","8,815,540.07",12316.25%,8815.540074,,,,,,,,
0,"71,000.00",1044,3/30/2021,36.72,S,H,35.52,0.00,0.00,0.00,0.00,0.00%,22.28,0,"401,253.53","8,815,540.07","8,939,928.67",1.41%,"71,000.00","8,939,928.67",12491.45%,0,,,,,,,,
0,"71,000.00",1045,3/31/2021,36.70,B,B,38.21,"8,939,928.67","233,968.30","8,939,928.67","8,939,928.67",0.00%,22.04,0,0.00,0.00,0.00,0.00%,"71,000.00","8,939,928.67",12491.45%,8939.928669,,,,,,,,
0,"71,000.00",1046,4/1/2021,37.43,B,H,42.41,0.00,"233,968.30","8,939,928.67","9,922,595.52",10.99%,22.97,0,0.00,0.00,0.00,0.00%,"71,000.00","9,922,595.52",13875.49%,0,,,,,,,,
0,"71,000.00",1047,4/5/2021,38.22,B,H,45,0.00,"233,968.30","8,939,928.67","10,528,573.41",17.77%,22.72,0,0.00,0.00,0.00,0.00%,"71,000.00","10,528,573.41",14728.98%,0,,,,,,,,
0,"71,000.00",1048,4/6/2021,39.05,B,H,43.38,0.00,"233,968.30","8,939,928.67","10,149,544.77",13.53%,23.17,0,0.00,0.00,0.00,0.00%,"71,000.00","10,149,544.77",14195.13%,0,,,,,,,,
0,"71,000.00",1049,4/7/2021,39.92,B,H,43.38,0.00,"233,968.30","8,939,928.67","10,149,544.77",13.53%,22.72,0,0.00,0.00,0.00,0.00%,"71,000.00","10,149,544.77",14195.13%,0,,,,,,,,
1000,"72,000.00",1050,4/8/2021,41.24,B,H,44.79,500.00,"233,979.46","8,940,428.67","10,479,940.07",17.22%,23.27,500,21.49,500.00,500.00,0.00%,"72,000.00","10,480,440.07",14456.17%,1,,,,,,,,
0,"72,000.00",1051,4/9/2021,41.99,B,H,44.48,0.00,"233,979.46","8,940,428.67","10,407,406.44",16.41%,22.97,0,21.49,500.00,493.55,-1.29%,"72,000.00","10,407,899.99",14355.42%,0,,,,,,,,
0,"72,000.00",1052,4/12/2021,42.75,B,H,43.09,0.00,"233,979.46","8,940,428.67","10,082,174.99",12.77%,22.99,0,21.49,500.00,493.98,-1.20%,"72,000.00","10,082,668.97",13903.71%,0,,,,,,,,
0,"72,000.00",1053,4/13/2021,43.68,S,S,42.69,0.00,0.00,0.00,0.00,0.00%,23.45,"10,082,174.99","429,964.98","10,082,674.99","10,082,678.85",0.00%,"72,000.00","10,082,678.85",13903.72%,10082.17499,,,,,,,,
0,"72,000.00",1054,4/14/2021,44.18,S,H,41.27,0.00,0.00,0.00,0.00,0.00%,23.26,0,"429,964.98","10,082,674.99","10,000,985.51",-0.81%,"72,000.00","10,000,985.51",13790.26%,0,,,,,,,,
0,"72,000.00",1055,4/15/2021,44.31,S,H,43.47,0.00,0.00,0.00,0.00,0.00%,24.40,0,"429,964.98","10,082,674.99","10,491,145.59",4.05%,"72,000.00","10,491,145.59",14471.04%,0,,,,,,,,
0,"72,000.00",1056,4/16/2021,44.25,S,H,42.75,0.00,0.00,0.00,0.00,0.00%,23.84,0,"429,964.98","10,082,674.99","10,250,365.20",1.66%,"72,000.00","10,250,365.20",14136.62%,0,,,,,,,,
0,"72,000.00",1057,4/19/2021,43.95,S,H,39.6,0.00,0.00,0.00,0.00,0.00%,23.62,0,"429,964.98","10,082,674.99","10,155,772.90",0.72%,"72,000.00","10,155,772.90",14005.24%,0,,,,,,,,
0,"72,000.00",1058,4/20/2021,43.40,S,H,37.71,0.00,0.00,0.00,0.00,0.00%,23.98,0,"429,964.98","10,082,674.99","10,310,560.29",2.26%,"72,000.00","10,310,560.29",14220.22%,0,,,,,,,,
0,"72,000.00",1059,4/21/2021,43.08,S,H,40.75,0.00,0.00,0.00,0.00,0.00%,24.10,0,"429,964.98","10,082,674.99","10,362,156.09",2.77%,"72,000.00","10,362,156.09",14291.88%,0,,,,,,,,
0,"72,000.00",1060,4/22/2021,42.64,S,H,37.98,0.00,0.00,0.00,0.00,0.00%,24.42,0,"429,964.98","10,082,674.99","10,499,744.89",4.14%,"72,000.00","10,499,744.89",14482.98%,0,,,,,,,,
0,"72,000.00",1061,4/23/2021,42.25,S,H,40.15,0.00,0.00,0.00,0.00,0.00%,24.22,0,"429,964.98","10,082,674.99","10,413,751.89",3.28%,"72,000.00","10,413,751.89",14363.54%,0,,,,,,,,
0,"72,000.00",1062,4/26/2021,42.11,B,B,42.21,"10,413,751.89","246,712.91","10,413,751.89","10,413,751.89",0.00%,24.12,0,0.00,0.00,0.00,0.00%,"72,000.00","10,413,751.89",14363.54%,10413.75189,,,,,,,,
0,"72,000.00",1063,4/27/2021,41.99,S,S,41.34,0.00,0.00,0.00,0.00,0.00%,23.52,"10,413,751.89","442,761.56","10,413,751.89","10,413,751.89",0.00%,"72,000.00","10,413,751.89",14363.54%,10413.75189,,,,,,,,
0,"72,000.00",1064,4/28/2021,41.71,S,H,39.42,0.00,0.00,0.00,0.00,0.00%,23.53,0,"442,761.56","10,413,751.89","10,418,179.51",0.04%,"72,000.00","10,418,179.51",14369.69%,0,,,,,,,,
1000,"73,000.00",1065,4/29/2021,41.47,S,H,40.31,500.00,12.40,500.00,500.00,0.00%,23.34,500,"442,782.98","10,414,251.89","10,334,554.81",-0.77%,"73,000.00","10,335,054.81",14057.61%,1,,,,,,,,
0,"73,000.00",1066,4/30/2021,41.02,S,H,36.9,0.00,12.40,500.00,457.70,-8.46%,23.44,0,"442,782.98","10,414,251.89","10,378,833.11",-0.34%,"73,000.00","10,379,290.81",14118.21%,0,,,,,,,,
0,"73,000.00",1067,5/3/2021,40.57,S,H,35.61,0.00,12.40,500.00,441.70,-11.66%,23.54,0,"442,782.98","10,414,251.89","10,423,111.41",0.09%,"73,000.00","10,423,553.11",14178.84%,0,,,,,,,,
0,"73,000.00",1068,5/4/2021,40.06,S,H,33.97,0.00,12.40,500.00,421.36,-15.73%,23.99,0,"442,782.98","10,414,251.89","10,622,363.75",2.00%,"73,000.00","10,622,785.11",14451.76%,0,,,,,,,,
0,"73,000.00",1069,5/5/2021,39.57,S,H,34.55,0.00,12.40,500.00,428.55,-14.29%,24.12,0,"442,782.98","10,414,251.89","10,679,925.54",2.55%,"73,000.00","10,680,354.09",14530.62%,0,,,,,,,,
0,"73,000.00",1070,5/6/2021,39.05,S,H,35.4,0.00,12.40,500.00,439.10,-12.18%,24.24,0,"442,782.98","10,414,251.89","10,733,059.49",3.06%,"73,000.00","10,733,498.59",14603.42%,0,,,,,,,,
0,"73,000.00",1071,5/7/2021,38.74,S,H,36.93,0.00,12.40,500.00,458.07,-8.39%,23.89,0,"442,782.98","10,414,251.89","10,578,085.45",1.57%,"73,000.00","10,578,543.53",14391.16%,0,,,,,,,,
0,"73,000.00",1072,5/10/2021,38.10,S,H,31.93,0.00,12.40,500.00,396.06,-20.79%,23.19,0,"442,782.98","10,414,251.89","10,268,137.36",-1.40%,"73,000.00","10,268,533.42",13966.48%,0,,,,,,,,
0,"73,000.00",1073,5/11/2021,37.04,S,H,32.11,0.00,12.40,500.00,398.29,-20.34%,22.67,0,"442,782.98","10,414,251.89","10,037,890.21",-3.61%,"73,000.00","10,038,288.50",13651.08%,0,,,,,,,,
0,"73,000.00",1074,5/12/2021,36.02,S,H,28.13,0.00,12.40,500.00,348.92,-30.22%,22.08,0,"442,782.98","10,414,251.89","9,776,648.25",-6.12%,"73,000.00","9,776,997.17",13293.15%,0,,,,,,,,
0,"73,000.00",1075,5/13/2021,34.95,S,H,29.33,0.00,12.40,500.00,363.81,-27.24%,22.13,0,"442,782.98","10,414,251.89","9,798,787.40",-5.91%,"73,000.00","9,799,151.21",13323.49%,0,,,,,,,,
0,"73,000.00",1076,5/14/2021,34.30,S,H,31.93,0.00,12.40,500.00,396.06,-20.79%,22.74,0,"442,782.98","10,414,251.89","10,068,885.02",-3.32%,"73,000.00","10,069,281.08",13693.54%,0,,,,,,,,
0,"73,000.00",1077,5/17/2021,33.63,S,H,31.1,0.00,12.40,500.00,385.76,-22.85%,22.61,0,"442,782.98","10,414,251.89","10,011,323.23",-3.87%,"73,000.00","10,011,708.99",13614.67%,0,,,,,,,,
0,"73,000.00",1078,5/18/2021,33.40,S,H,30.29,0.00,12.40,500.00,375.71,-24.86%,22.45,0,"442,782.98","10,414,251.89","9,940,477.96",-4.55%,"73,000.00","9,940,853.67",13517.61%,0,,,,,,,,
0,"73,000.00",1079,5/19/2021,33.04,S,H,32.05,0.00,12.40,500.00,397.54,-20.49%,22.29,0,"442,782.98","10,414,251.89","9,869,632.68",-5.23%,"73,000.00","9,870,030.22",13420.59%,0,,,,,,,,
1000,"74,000.00",1080,5/20/2021,32.99,B,B,34.64,"9,870,132.68","284,946.95","9,870,632.68","9,870,562.35",0.00%,22.85,500,21.88,"10,414,751.89",500.00,-100.00%,"74,000.00","9,871,062.35",13239.27%,9870.632678,,,,,,,,
0,"74,000.00",1081,5/21/2021,32.77,B,H,34.14,0.00,"284,946.95","9,870,632.68","9,728,088.87",-1.44%,23.06,0,21.88,"10,414,751.89",504.60,-100.00%,"74,000.00","9,728,593.47",13046.75%,0,,,,,,,,
0,"74,000.00",1082,5/24/2021,32.89,B,H,36.53,0.00,"284,946.95","9,870,632.68","10,409,112.08",5.46%,23.27,0,21.88,"10,414,751.89",509.19,-100.00%,"74,000.00","10,409,621.27",13967.06%,0,,,,,,,,
0,"74,000.00",1083,5/25/2021,33.43,B,H,36.94,0.00,"284,946.95","9,870,632.68","10,525,940.33",6.64%,23.97,0,21.88,"10,414,751.89",524.51,-99.99%,"74,000.00","10,526,464.84",14124.95%,0,,,,,,,,
0,"74,000.00",1084,5/26/2021,34.14,B,H,37.18,0.00,"284,946.95","9,870,632.68","10,594,327.60",7.33%,23.81,0,21.88,"10,414,751.89",521.01,-99.99%,"74,000.00","10,594,848.61",14217.36%,0,,,,,,,,
0,"74,000.00",1085,5/27/2021,34.92,B,H,37.86,0.00,"284,946.95","9,870,632.68","10,788,091.53",9.29%,23.55,0,21.88,"10,414,751.89",515.32,-100.00%,"74,000.00","10,788,606.84",14479.20%,0,,,,,,,,
0,"74,000.00",1086,5/28/2021,36.07,B,H,38.78,0.00,"284,946.95","9,870,632.68","11,050,242.72",11.95%,23.36,0,21.88,"10,414,751.89",511.16,-100.00%,"74,000.00","11,050,753.88",14833.45%,0,,,,,,,,
0,"74,000.00",1087,6/1/2021,37.01,B,H,38.34,0.00,"284,946.95","9,870,632.68","10,924,866.06",10.68%,23.42,0,21.88,"10,414,751.89",512.47,-100.00%,"74,000.00","10,925,378.54",14664.03%,0,,,,,,,,
0,"74,000.00",1088,6/2/2021,37.84,B,H,39.19,0.00,"284,946.95","9,870,632.68","11,167,070.97",13.13%,23.58,0,21.88,"10,414,751.89",515.97,-100.00%,"74,000.00","11,167,586.94",14991.33%,0,,,,,,,,
0,"74,000.00",1089,6/3/2021,38.20,S,S,37.12,0.00,0.00,0.00,0.00,0.00%,23.32,"11,167,070.97","478,884.27","21,581,822.86","11,167,581.26",-48.25%,"74,000.00","11,167,581.26",14991.33%,11167.07097,,,,,,,,
0,"74,000.00",1090,6/4/2021,38.72,B,B,39.74,"11,167,581.26","281,016.14","11,167,581.26","11,167,581.26",0.00%,24.20,0,0.00,0.00,0.00,0.00%,"74,000.00","11,167,581.26",14991.33%,11167.58126,,,,,,,,
0,"74,000.00",1091,6/7/2021,38.98,S,S,38.91,0.00,0.00,0.00,0.00,0.00%,24.01,"11,167,581.26","465,122.08","11,167,581.26","11,167,581.26",0.00%,"74,000.00","11,167,581.26",14991.33%,11167.58126,,,,,,,,
0,"74,000.00",1092,6/8/2021,39.22,S,H,38.17,0.00,0.00,0.00,0.00,0.00%,24.52,0,"465,122.08","11,167,581.26","11,404,793.52",2.12%,"74,000.00","11,404,793.52",15311.88%,0,,,,,,,,
0,"74,000.00",1093,6/9/2021,39.36,S,H,37.7,0.00,0.00,0.00,0.00,0.00%,25.18,0,"465,122.08","11,167,581.26","11,711,774.09",4.87%,"74,000.00","11,711,774.09",15726.72%,0,,,,,,,,
0,"74,000.00",1094,6/10/2021,39.48,S,H,39.04,0.00,0.00,0.00,0.00,0.00%,25.65,0,"465,122.08","11,167,581.26","11,930,381.47",6.83%,"74,000.00","11,930,381.47",16022.14%,0,,,,,,,,
